,GO_id,GO_name,GO_kind
19592,GO:0036448,cellular response to glucose-phosphate stress,biological_process
19593,GO:0036449,microtubule minus-end,cellular_component
19594,GO:0036450,polyuridylation-dependent decapping of nuclear-transcribed mRNA,biological_process
19595,GO:0036451,cap mRNA methylation,biological_process
19596,GO:0036452,ESCRT complex,cellular_component
19597,GO:0036453,transitive RNA interference,biological_process
19598,GO:0036454,growth factor complex,cellular_component
19599,GO:0036455,iron-sulfur transferase activity,molecular_function
19600,GO:0036456,L-methionine-(S)-S-oxide reductase activity,molecular_function
19601,GO:0036457,keratohyalin granule,cellular_component
19602,GO:0036458,hepatocyte growth factor binding,molecular_function
19603,GO:0036460,cellular response to cell envelope stress,biological_process
19604,GO:0036461,BLOC-2 complex binding,molecular_function
19605,GO:0036462,TRAIL-activated apoptotic signaling pathway,biological_process
19606,GO:0036463,TRAIL receptor activity,molecular_function
19607,GO:0036464,cytoplasmic ribonucleoprotein granule,cellular_component
19608,GO:0036465,synaptic vesicle recycling,biological_process
19609,GO:0036466,synaptic vesicle recycling via endosome,biological_process
19610,GO:0036467,5-hydroxy-L-tryptophan decarboxylase activity,molecular_function
19611,GO:0036468,L-dopa decarboxylase activity,molecular_function
19612,GO:0036469,L-tryptophan decarboxylase activity,molecular_function
19613,GO:0036470,tyrosine 3-monooxygenase activator activity,molecular_function
19614,GO:0036471,cellular response to glyoxal,biological_process
19615,GO:0036472,suppression by virus of host protein-protein interaction,biological_process
19616,GO:0036473,cell death in response to oxidative stress,biological_process
19617,GO:0036474,cell death in response to hydrogen peroxide,biological_process
19618,GO:0036475,neuron death in response to oxidative stress,biological_process
19619,GO:0036476,neuron death in response to hydrogen peroxide,biological_process
19620,GO:0036477,somatodendritic compartment,cellular_component
19621,GO:0036478,L-dopa decarboxylase activator activity,molecular_function
19622,GO:0036479,peroxidase inhibitor activity,molecular_function
19623,GO:0036480,neuron intrinsic apoptotic signaling pathway in response to oxidative stress,biological_process
19624,GO:0036481,intrinsic apoptotic signaling pathway in response to hydrogen peroxide,biological_process
19625,GO:0036482,neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide,biological_process
19626,GO:0036483,neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,biological_process
19627,GO:0036484,trunk neural crest cell migration,biological_process
19628,GO:0036485,dorsolateral trunk neural crest cell migration,biological_process
19629,GO:0036486,ventral trunk neural crest cell migration,biological_process
19630,GO:0036487,nitric-oxide synthase inhibitor activity,molecular_function
19631,GO:0036488,CHOP-C/EBP complex,cellular_component
19632,GO:0036489,neuromelanin biosynthetic process,biological_process
19633,GO:0036490,regulation of translation in response to endoplasmic reticulum stress,biological_process
19634,GO:0036491,regulation of translation initiation in response to endoplasmic reticulum stress,biological_process
19635,GO:0036492,eiF2alpha phosphorylation in response to endoplasmic reticulum stress,biological_process
19636,GO:0036493,positive regulation of translation in response to endoplasmic reticulum stress,biological_process
19637,GO:0036494,positive regulation of translation initiation in response to endoplasmic reticulum stress,biological_process
19638,GO:0036495,negative regulation of translation initiation in response to endoplasmic reticulum stress,biological_process
19639,GO:0036496,regulation of translational initiation by eIF2 alpha dephosphorylation,biological_process
19640,GO:0036497,eIF2alpha dephosphorylation in response to endoplasmic reticulum stress,biological_process
19641,GO:0036498,IRE1-mediated unfolded protein response,biological_process
19642,GO:0036499,PERK-mediated unfolded protein response,biological_process
19643,GO:0036500,ATF6-mediated unfolded protein response,biological_process
19644,GO:0036501,UFD1-NPL4 complex,cellular_component
19645,GO:0036502,Derlin-1-VIMP complex,cellular_component
19646,GO:0036503,ERAD pathway,biological_process
19647,GO:0036504,Golgi membrane fusion,biological_process
19648,GO:0036505,prosaposin receptor activity,molecular_function
19649,GO:0036506,maintenance of unfolded protein,biological_process
19650,GO:0036507,protein demannosylation,biological_process
19651,GO:0036508,"protein alpha-1,2-demannosylation",biological_process
19652,GO:0036509,trimming of terminal mannose on B branch,biological_process
19653,GO:0036510,trimming of terminal mannose on C branch,biological_process
19654,GO:0036511,trimming of first mannose on A branch,biological_process
19655,GO:0036512,trimming of second mannose on A branch,biological_process
19656,GO:0036513,Derlin-1 retrotranslocation complex,cellular_component
19657,GO:0036514,dopaminergic neuron axon guidance,biological_process
19658,GO:0036515,serotonergic neuron axon guidance,biological_process
19659,GO:0036516,chemoattraction of dopaminergic neuron axon,biological_process
19660,GO:0036517,chemoattraction of serotonergic neuron axon,biological_process
19661,GO:0036518,chemorepulsion of dopaminergic neuron axon,biological_process
19662,GO:0036519,chemorepulsion of serotonergic neuron axon,biological_process
19663,GO:0036520,astrocyte-dopaminergic neuron signaling,biological_process
19664,GO:0036521,modulation by symbiont of host protein localization to phagocytic vesicle,biological_process
19665,GO:0036522,negative regulation by symbiont of host protein localization to phagocytic vesicle,biological_process
19666,GO:0036523,induction by symbiont of host cytokine production,biological_process
19667,GO:0036524,protein deglycase activity,molecular_function
19668,GO:0036525,protein deglycation,biological_process
19669,GO:0036526,peptidyl-cysteine deglycation,biological_process
19670,GO:0036527,peptidyl-arginine deglycation,biological_process
19671,GO:0036528,peptidyl-lysine deglycation,biological_process
19672,GO:0036529,"protein deglycation, glyoxal removal",biological_process
19673,GO:0036530,"protein deglycation, methylglyoxal removal",biological_process
19674,GO:0036531,glutathione deglycation,biological_process
19675,GO:0038001,paracrine signaling,biological_process
19676,GO:0038002,endocrine signaling,biological_process
19677,GO:0038003,opioid receptor signaling pathway,biological_process
19678,GO:0038004,epidermal growth factor receptor ligand maturation,biological_process
19679,GO:0038006,netrin receptor activity involved in chemoattraction,molecular_function
19680,GO:0038007,netrin-activated signaling pathway,biological_process
19681,GO:0038008,TRAF-mediated signal transduction,biological_process
19682,GO:0038009,regulation of signal transduction by receptor internalization,biological_process
19683,GO:0038010,positive regulation of signal transduction by receptor internalization,biological_process
19684,GO:0038011,negative regulation of signal transduction by receptor internalization,biological_process
19685,GO:0038012,negative regulation of Wnt signaling pathway by Wnt receptor internalization,biological_process
19686,GO:0038013,positive regulation of Wnt signaling pathway by Wnt receptor internalization,biological_process
19687,GO:0038014,negative regulation of insulin receptor signaling pathway by insulin receptor internalization,biological_process
19688,GO:0038015,positive regulation of insulin receptor signaling pathway by insulin receptor internalization,biological_process
19689,GO:0038016,insulin receptor internalization,biological_process
19690,GO:0038017,Wnt receptor internalization,biological_process
19691,GO:0038018,Wnt receptor catabolic process,biological_process
19692,GO:0038019,Wnt receptor recycling,biological_process
19693,GO:0038020,insulin receptor recycling,biological_process
19694,GO:0038021,leptin receptor activity,molecular_function
19695,GO:0038022,G protein-coupled olfactory receptor activity,molecular_function
19696,GO:0038023,signaling receptor activity,molecular_function
19697,GO:0038024,cargo receptor activity,molecular_function
19698,GO:0038025,reelin receptor activity,molecular_function
19699,GO:0038026,reelin-mediated signaling pathway,biological_process
19700,GO:0038027,apolipoprotein A-I-mediated signaling pathway,biological_process
19701,GO:0038028,insulin receptor signaling pathway via phosphatidylinositol 3-kinase,biological_process
19702,GO:0038029,epidermal growth factor receptor signaling pathway via MAPK cascade,biological_process
19703,GO:0038030,non-canonical Wnt signaling pathway via MAPK cascade,biological_process
19704,GO:0038031,non-canonical Wnt signaling pathway via JNK cascade,biological_process
19705,GO:0038032,termination of G protein-coupled receptor signaling pathway,biological_process
19706,GO:0038033,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway,biological_process
19707,GO:0038034,signal transduction in absence of ligand,biological_process
19708,GO:0038035,G protein-coupled receptor signaling in absence of ligand,biological_process
19709,GO:0038036,sphingosine-1-phosphate receptor activity,molecular_function
19710,GO:0038037,G protein-coupled receptor dimeric complex,cellular_component
19711,GO:0038038,G protein-coupled receptor homodimeric complex,cellular_component
19712,GO:0038039,G protein-coupled receptor heterodimeric complex,cellular_component
19713,GO:0038040,obsolete cross-receptor activation within G-protein coupled receptor heterodimer,biological_process
19714,GO:0038041,cross-receptor inhibition within G protein-coupled receptor heterodimer,biological_process
19715,GO:0038043,interleukin-5-mediated signaling pathway,biological_process
19716,GO:0038045,large latent transforming growth factor-beta complex,cellular_component
19717,GO:0038046,enkephalin receptor activity,molecular_function
19718,GO:0038047,morphine receptor activity,molecular_function
19719,GO:0038048,dynorphin receptor activity,molecular_function
19720,GO:0038053,"obsolete transcription factor activity, estrogen-activated RNA polymerase II transcription factor binding",molecular_function
19721,GO:0038054,G protein-coupled estrogen receptor activity,molecular_function
19722,GO:0038055,BMP secretion,biological_process
19723,GO:0038056,negative regulation of BMP signaling pathway by negative regulation of BMP secretion,biological_process
19724,GO:0038057,TNFSF11 binding,molecular_function
19725,GO:0038058,TNFSF11 receptor activity,molecular_function
19726,GO:0038059,IKKalpha-IKKalpha complex,cellular_component
19727,GO:0038060,nitric oxide-cGMP-mediated signaling pathway,biological_process
19728,GO:0038061,NIK/NF-kappaB signaling,biological_process
19729,GO:0038062,protein tyrosine kinase collagen receptor activity,molecular_function
19730,GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,biological_process
19731,GO:0038064,collagen receptor activity,molecular_function
